Vehicle Model,Battery Capacity (kWh),Charging Station Location,Energy Consumed (kWh),Charging Rate (kW),Charging Time Difference (minutes),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Energy per 100 km (kWh/100 km),Charging Cost (USD),Long Session
BMW i3,67.07093881,New York,58.39722,23.99199665,111,Night,Wednesday,90.15750747,100,63.1714478,2.076377339,0,DC Fast Charger,Long-Distance Traveler,92.44242775,23.358888,Long Session
Hyundai Kona,69.40058121,Chicago,76.98355867,28.60518669,182,Evening,Friday,67.42878128,100,174.9070324,32.82708425,3,Level 2,Long-Distance Traveler,44.0139871,19.24588967,Long Session
Nissan Leaf,100.4622822,Chicago,28.18407895,42.23631725,141,Night,Friday,53.11312477,81.16751328,98.48354193,22.60735121,4,Level 1,Long-Distance Traveler,28.61805983,3.663930263,Long Session
Chevy Bolt,60.65729835,San Francisco,17.14379503,5.857717583,117,Evening,Sunday,52.94105368,81.20442098,174.3554332,45.8908951,2,Level 1,Long-Distance Traveler,9.832670378,2.228693354,Long Session
Nissan Leaf,63.09318668,San Francisco,38.38805219,11.23229069,200,Morning,Sunday,63.43491278,100,213.3273035,11.56859918,6,DC Fast Charger,Long-Distance Traveler,17.99490809,15.35522087,Long Session
Hyundai Kona,115.0588653,Houston,76.40290787,6.222128284,132,Afternoon,Monday,40.92378371,100,74.3148978,23.12482068,4,Level 2,Casual Driver,102.809679,19.10072697,Long Session
Nissan Leaf,28.40297611,Chicago,31.37176198,40.7747093,3,Afternoon,Sunday,33.71583226,100,118.2161213,18.95763368,2,Level 1,Casual Driver,26.53763432,4.078329057,Normal
Hyundai Kona,62.52757857,New York,34.38021748,11.60257755,177,Night,Monday,76.84236537,100,167.9870892,40.36725982,1,Level 1,Commuter,20.46598798,4.469428273,Long Session
Chevy Bolt,57.33297649,Los Angeles,44.45560875,1.016067726,82,Afternoon,Tuesday,36.21087455,100,73.58382068,7.515839901,6,DC Fast Charger,Casual Driver,60.41492321,17.7822435,Normal
Nissan Leaf,73.20212669,New York,13.05009638,27.81008859,123,Evening,Friday,3.259358826,21.0868414,85.99707249,6.601736204,6,DC Fast Charger,Long-Distance Traveler,15.17504725,5.220038552,Long Session
Nissan Leaf,60.58130913,San Francisco,27.04892343,18.18805859,245,Night,Saturday,35.94488154,80.59383981,25.28240676,6.853394222,3,Level 2,Long-Distance Traveler,106.9871381,6.762230858,Long Session
Chevy Bolt,33.1672119,Los Angeles,35.72852828,43.63122665,225,Night,Tuesday,56.56809519,100,87.60134008,7.971984313,4,Level 2,Commuter,40.78536727,8.932132071,Normal
Nissan Leaf,91.37918367,Houston,29.38327629,17.31993982,84,Night,Saturday,109.2291878,100,154.5066253,33.38652074,6,Level 1,Long-Distance Traveler,19.0174863,3.819825917,Normal
Hyundai Kona,53.00027129,San Francisco,42.86234954,45.45795211,209,Night,Friday,45.81812759,100,159.7470357,10.91006016,1,DC Fast Charger,Long-Distance Traveler,26.8313896,17.14493981,Normal
Hyundai Kona,66.24339427,New York,32.57025313,49.72566992,138,Morning,Friday,32.53412706,81.70167575,212.423335,18.04755046,1,Level 1,Casual Driver,15.33270962,4.234132907,Normal
Nissan Leaf,105.3029732,Los Angeles,16.46616898,23.79571632,234,Afternoon,Monday,26.17359517,41.81054111,73.05762702,8.157201072,4,DC Fast Charger,Long-Distance Traveler,22.53860363,6.586467591,Long Session
Nissan Leaf,31.63197549,Chicago,63.67550713,43.73182289,79,Afternoon,Sunday,74.91113299,100,252.3302578,43.4354035,3,Level 1,Casual Driver,25.23498675,8.277815927,Normal
Hyundai Kona,32.34466389,San Francisco,34.42278094,26.11862555,170,Night,Thursday,93.57632052,100,153.3523922,23.29686039,2,Level 1,Commuter,22.44684967,4.474961522,Normal
Chevy Bolt,97.98216648,San Francisco,37.89244002,46.13407833,132,Morning,Tuesday,14.21435163,52.88714422,190.051206,17.90341671,6,DC Fast Charger,Commuter,19.93801608,15.15697601,Normal
Hyundai Kona,74.04045621,New York,24.13603403,41.61956603,188,Morning,Wednesday,95.36462812,100,177.7737021,7.386100034,4,Level 2,Commuter,13.5768304,6.034008507,Long Session
Hyundai Kona,88.48739071,San Francisco,83.08390576,17.98388702,50,Afternoon,Sunday,54.98406533,100,33.41893736,6.086056413,4,DC Fast Charger,Long-Distance Traveler,248.6132484,33.2335623,Normal
Tesla Model 3,62.94421425,Houston,39.32984355,30.04188206,84,Morning,Monday,91.99939536,100,292.1534555,10.44411341,5,DC Fast Charger,Commuter,13.46204976,15.73193742,Normal
Hyundai Kona,78.6112414,Los Angeles,69.89986294,21.2725302,201,Night,Friday,57.26624828,100,91.47951634,23.14004951,3,Level 2,Casual Driver,76.41039846,17.47496573,Long Session
Hyundai Kona,71.25645584,Los Angeles,49.18955075,41.75174048,118,Afternoon,Tuesday,35.68355205,100,244.7720636,11.4189512,7,Level 1,Commuter,20.09606408,6.394641597,Long Session
Chevy Bolt,109.325284,San Francisco,115.5847311,60.55849246,69,Morning,Tuesday,41.63386537,100,125.4915128,12.37330805,2,Level 2,Long-Distance Traveler,92.10561619,28.89618279,Normal
Nissan Leaf,68.05270373,New York,53.12178128,30.57867252,98,Night,Sunday,19.26396859,97.32373458,170.0733808,13.61006013,5,Level 1,Commuter,31.23462416,6.905831567,Normal
Nissan Leaf,128.5200201,Houston,4.685434004,23.24733705,168,Night,Saturday,61.05529412,64.70097828,12.05830489,-8.246635842,1,DC Fast Charger,Casual Driver,38.85648975,1.874173602,Normal
Chevy Bolt,93.18384392,San Francisco,80.40230208,23.00364933,184,Evening,Tuesday,98.18608546,100,93.54433454,3.323441395,3,Level 1,Commuter,85.95101187,10.45229927,Normal
BMW i3,74.82614167,Chicago,60.66239683,39.15757432,53,Night,Monday,69.22110811,100,139.6543283,7.702744233,2,Level 2,Casual Driver,43.43753436,15.16559921,Normal
Hyundai Kona,36.1360797,Los Angeles,63.20618243,11.5323176,171,Afternoon,Monday,42.76947631,100,120.74513,15.55929294,5,Level 2,Casual Driver,52.34677574,15.80154561,Normal
Hyundai Kona,61.2236048,San Francisco,42.7026572,22.82776529,88,Afternoon,Tuesday,59.67376126,100,196.7980056,43.63819878,7,DC Fast Charger,Long-Distance Traveler,21.69872458,17.08106288,Long Session
Nissan Leaf,90.61380923,Houston,51.17447968,20.26928078,84,Morning,Sunday,50.43928659,100,25.15978446,22.05736478,4,DC Fast Charger,Commuter,203.3979256,20.46979187,Normal
Chevy Bolt,79.96914297,Los Angeles,22.22064569,41.69848838,124,Morning,Monday,26.36988502,54.15640974,187.2385277,15.64020974,0,Level 1,Casual Driver,11.86756057,2.888683939,Long Session
Chevy Bolt,109.830501,Los Angeles,68.45524038,38.86962374,137,Evening,Saturday,28.89777142,91.22584945,254.7864012,-1.662115065,1,DC Fast Charger,Long-Distance Traveler,26.86769783,27.38209615,Normal
Tesla Model 3,51.87390652,Los Angeles,22.7069131,25.351795,109,Evening,Thursday,60.71699641,100,55.16435463,14.65975136,1,Level 2,Commuter,41.16229267,5.676728275,Normal
Tesla Model 3,66.0939651,Los Angeles,72.21398043,25.68709989,120,Morning,Friday,49.89059035,100,52.90847807,21.93253294,0,DC Fast Charger,Casual Driver,136.4884855,28.88559217,Normal
Tesla Model 3,94.99015165,San Francisco,28.75127778,22.76656815,89,Evening,Sunday,23.44668395,53.71432462,141.2775573,14.33363307,6,Level 1,Casual Driver,20.35091654,3.737666111,Normal
Chevy Bolt,65.30195564,Los Angeles,31.61757546,11.42575533,45,Night,Tuesday,52.35152121,100,202.9586643,52.18528931,4,DC Fast Charger,Commuter,15.57833245,12.64703018,Normal
Hyundai Kona,65.58202046,Los Angeles,17.77717146,21.09239338,88,Afternoon,Friday,77.00057217,100,107.0465025,27.68775613,1,DC Fast Charger,Commuter,16.6069615,7.110868583,Long Session
Chevy Bolt,87.90917572,Los Angeles,7.446157355,41.19042948,50,Morning,Sunday,29.4708438,37.94112838,219.0896621,13.6313778,5,Level 1,Commuter,3.398680377,0.968000456,Normal
Nissan Leaf,61.42285967,San Francisco,33.51627084,31.2273185,151,Evening,Tuesday,30.24365416,84.81009901,90.79442633,13.13671909,3,Level 1,Casual Driver,36.91445852,4.35711521,Normal
Hyundai Kona,72.88140471,Houston,42.13939514,20.01003705,151,Evening,Tuesday,42.65843783,100,230.8751479,20.27230765,8,Level 2,Casual Driver,18.25202735,10.53484878,Long Session
Hyundai Kona,51.70620819,San Francisco,39.33966915,21.36312415,115,Night,Saturday,100.0513684,100,86.07974835,1.789583485,6,DC Fast Charger,Long-Distance Traveler,45.70142211,15.73586766,Long Session
BMW i3,103.9360055,San Francisco,36.99695977,46.26108499,193,Evening,Thursday,27.61522937,63.21113242,162.411249,46.62330039,5,DC Fast Charger,Casual Driver,22.77980127,14.79878391,Normal
BMW i3,86.83295325,San Francisco,30.55004077,19.62164702,189,Morning,Friday,41.91768739,77.10023,167.5746492,23.37798858,0,Level 1,Casual Driver,18.23070549,3.9715053,Long Session
Hyundai Kona,65.24306452,Houston,58.23290848,28.22773723,40,Evening,Sunday,81.14120677,100,160.2532031,25.36232352,1,Level 1,Casual Driver,36.33806211,7.570278102,Normal
Tesla Model 3,79.42492593,San Francisco,21.82425183,39.96587769,65,Night,Monday,49.21779999,76.69563717,126.08611,0.297328823,2,Level 2,Long-Distance Traveler,17.30900559,5.456062958,Normal
Hyundai Kona,76.80849096,Houston,30.29833883,40.29516817,131,Night,Tuesday,60.99206392,100,223.1805613,10.76923172,5,DC Fast Charger,Commuter,13.57570689,12.11933553,Normal
Nissan Leaf,76.16236276,Los Angeles,58.18041537,23.68171886,105,Morning,Wednesday,41.12594528,100,168.3792849,16.33710438,3,DC Fast Charger,Commuter,34.55319067,23.27216615,Normal
Nissan Leaf,51.3485829,San Francisco,35.92977028,41.25566232,62,Night,Monday,3.792504274,73.76477663,48.83983804,3.602852888,1,Level 2,Long-Distance Traveler,73.56652216,8.982442569,Normal
Chevy Bolt,56.3260058,Chicago,59.49977903,22.30010712,90,Afternoon,Saturday,60.4956735,100,209.9782088,-18.26492127,3,DC Fast Charger,Long-Distance Traveler,28.33616848,23.79991161,Long Session
Tesla Model 3,73.1794347,San Francisco,82.32783107,31.2703648,108,Night,Friday,29.3388948,100,60.74108604,31.6937312,5,Level 1,Commuter,135.5389514,10.70261804,Normal
Nissan Leaf,40.90972577,New York,54.27010744,29.95403203,221,Evening,Wednesday,14.33854484,100,143.5085735,14.42587182,3,Level 1,Commuter,37.81663081,7.055113968,Normal
BMW i3,95.63262682,Los Angeles,29.50901315,10.4750379,210,Evening,Thursday,62.68727684,93.5439145,115.3438531,-6.532778596,4,DC Fast Charger,Casual Driver,25.58351603,11.80360526,Long Session
Nissan Leaf,52.1476556,Houston,58.17696626,19.62193804,104,Afternoon,Saturday,88.73541416,100,246.9555919,4.991535244,0,DC Fast Charger,Long-Distance Traveler,23.55766307,23.2707865,Long Session
BMW i3,91.67128736,Chicago,2.467186561,38.16581629,182,Morning,Saturday,50.31328564,53.00462622,122.1357829,25.58569678,3,Level 1,Long-Distance Traveler,2.020035818,0.320734253,Long Session
Chevy Bolt,100.7881259,San Francisco,14.75134839,5.362521827,31,Night,Tuesday,32.13831448,46.77431277,203.4441921,1.855205268,2,Level 1,Commuter,7.250808312,1.917675291,Normal
Chevy Bolt,73.25319761,Los Angeles,70.40744078,26.34504333,222,Morning,Monday,21.68862181,100,162.2944788,7.736485102,3,Level 2,Commuter,43.38252374,17.6018602,Long Session
Tesla Model 3,107.4388942,Chicago,24.36231187,2.733834532,203,Evening,Tuesday,44.16176505,66.8372701,109.744388,4.880027187,4,DC Fast Charger,Long-Distance Traveler,22.19914141,9.744924747,Long Session
BMW i3,91.87865913,San Francisco,47.54587293,10.90677222,153,Morning,Sunday,55.39941126,100,33.89856589,38.59664387,4,Level 2,Casual Driver,140.2592461,11.88646823,Long Session
Hyundai Kona,105.0374787,Los Angeles,14.70064658,39.24311454,204,Evening,Saturday,71.84963766,85.84525786,227.2924004,19.7082005,5,Level 2,Commuter,6.467724639,3.675161646,Long Session
Nissan Leaf,85.52958437,San Francisco,68.58447229,21.47435227,87,Night,Tuesday,49.69238407,100,201.6542723,19.84117938,6,Level 2,Casual Driver,34.01091954,17.14611807,Long Session
Hyundai Kona,47.82655159,Houston,5.319156001,19.16844563,184,Night,Friday,31.14435842,42.26612201,143.8964393,3.860774112,5,DC Fast Charger,Long-Distance Traveler,3.696516765,2.1276624,Long Session
Chevy Bolt,58.08526702,Houston,15.72114172,41.17668441,171,Afternoon,Monday,79.39900922,100,149.0785005,16.19804208,1,Level 2,Commuter,10.54554592,3.930285431,Normal
Chevy Bolt,44.45983057,Los Angeles,19.60815631,25.98444527,121,Night,Friday,39.81464293,83.91772667,81.01086372,12.03008235,1,Level 2,Long-Distance Traveler,24.20435409,4.902039077,Normal
Nissan Leaf,86.45007485,Los Angeles,46.72500647,26.04293448,174,Evening,Friday,66.85847544,100,40.50383011,-4.865453836,2,DC Fast Charger,Long-Distance Traveler,115.3594767,18.69000259,Long Session
Tesla Model 3,79.40956137,Houston,55.63607574,37.58073908,220,Evening,Wednesday,35.57482452,100,178.3497376,-2.057014425,4,Level 1,Commuter,31.19492997,7.232689847,Long Session
Chevy Bolt,83.05258844,San Francisco,41.18415512,43.79422672,27,Afternoon,Saturday,29.36670805,78.95475328,109.4726323,18.18422449,5,Level 2,Long-Distance Traveler,37.62050318,10.29603878,Normal
Chevy Bolt,67.32145479,Chicago,45.0093096,47.93344572,93,Night,Friday,26.27866794,93.1359718,241.8768143,21.3382983,6,DC Fast Charger,Casual Driver,18.60836051,18.00372384,Normal
BMW i3,69.06187576,Houston,59.47203399,40.57546275,92,Afternoon,Wednesday,70.59476249,100,116.98408,3.015050308,5,Level 1,Commuter,50.83771569,7.731364419,Normal
Tesla Model 3,90.45213648,New York,50.96971681,27.15403524,164,Night,Thursday,32.21266395,88.5625953,66.54113774,4.315021441,5,Level 1,Long-Distance Traveler,76.59880571,6.626063185,Long Session
Nissan Leaf,81.5313273,Houston,77.36480399,27.09152538,132,Afternoon,Friday,15.68542772,100,11.50206273,43.35400745,4,DC Fast Charger,Commuter,672.6167805,30.9459216,Normal
Hyundai Kona,82.86430895,San Francisco,18.71609359,25.96078642,132,Evening,Tuesday,37.27988464,59.86632001,53.54677155,6.932791524,1,DC Fast Charger,Commuter,34.95279556,7.486437435,Normal
Chevy Bolt,126.9760545,New York,28.63693031,41.72478361,191,Evening,Monday,18.59465114,41.14766746,20.17565921,3.515630336,6,Level 1,Long-Distance Traveler,141.9380156,3.72280094,Long Session
BMW i3,76.60255458,Chicago,34.11199339,17.99529378,205,Night,Saturday,72.30850394,100,173.8752041,19.23495581,1,Level 2,Casual Driver,19.61866475,8.527998347,Long Session
Hyundai Kona,97.65050738,Houston,37.83203462,27.23062597,158,Morning,Tuesday,24.22395981,62.96624148,22.20981434,20.74784856,4,Level 2,Commuter,170.3392655,9.458008656,Long Session
Chevy Bolt,58.07642474,San Francisco,84.36726258,38.59867191,220,Afternoon,Wednesday,1.81916624,100,107.6405427,8.610003045,4,Level 2,Commuter,78.37870424,21.09181565,Normal
Tesla Model 3,72.4443059,Chicago,58.43737495,19.63070515,171,Evening,Thursday,73.37589543,100,174.7813973,36.60595909,3,DC Fast Charger,Long-Distance Traveler,33.43455074,23.37494998,Long Session
Tesla Model 3,81.32446391,Houston,39.56478472,3.159104552,97,Night,Friday,45.58758345,94.23811592,217.8970201,3.772683463,3,DC Fast Charger,Commuter,18.15756117,15.82591389,Normal
Chevy Bolt,71.08437295,San Francisco,48.30599168,24.84383732,197,Afternoon,Wednesday,84.04849589,100,161.800394,26.28665874,2,Level 1,Long-Distance Traveler,29.85529916,6.279778918,Long Session
BMW i3,72.31301741,New York,63.0599504,20.84512185,132,Evening,Saturday,42.93571011,100,222.244086,-6.842157122,6,Level 2,Commuter,28.37418602,15.7649876,Long Session
Nissan Leaf,81.45103435,Chicago,48.7919548,26.47036169,193,Evening,Saturday,57.19684788,100,220.8336548,-5.67172165,7,DC Fast Charger,Commuter,22.09443793,19.51678192,Normal
Chevy Bolt,74.59780197,Houston,88.90874585,26.71226171,171,Evening,Tuesday,56.11262681,100,71.486111,-7.888833051,5,Level 1,Commuter,124.3720558,11.55813696,Long Session
Chevy Bolt,61.5232672,San Francisco,31.28833595,41.07778948,153,Morning,Saturday,31.7862687,82.6423714,185.1115989,11.86767215,5,Level 1,Casual Driver,16.90241786,4.067483674,Long Session
Hyundai Kona,69.23874033,San Francisco,14.08741653,28.17204835,69,Night,Tuesday,39.12856836,59.47471628,207.3335953,21.82317965,1,Level 1,Commuter,6.794565303,1.831364149,Normal
Chevy Bolt,63.62942053,Los Angeles,82.53975555,21.52882931,131,Evening,Friday,33.53856385,100,158.8528191,3.3128987,1,DC Fast Charger,Casual Driver,51.95989347,33.01590222,Normal
BMW i3,63.49589381,Chicago,23.67188371,20.84786098,229,Evening,Saturday,5.199790053,42.48075782,235.2810268,0.259502062,2,Level 1,Casual Driver,10.06111034,3.077344882,Long Session
Nissan Leaf,93.93909376,Houston,7.818578228,23.65982846,86,Evening,Tuesday,64.86629153,73.18932076,152.7963217,19.65469274,3,DC Fast Charger,Commuter,5.116993748,3.127431291,Long Session
Chevy Bolt,79.58906928,New York,6.745528609,19.99921232,227,Morning,Wednesday,59.44759976,67.92304579,161.2511387,39.2907468,4,Level 1,Long-Distance Traveler,4.183244015,0.876918719,Long Session
BMW i3,85.10477401,New York,41.63357351,26.92971838,137,Morning,Sunday,64.16631105,100,105.9646663,16.19337308,8,Level 2,Commuter,39.29005297,10.40839338,Long Session
Chevy Bolt,91.45633473,Los Angeles,58.07969642,18.84709343,18,Evening,Friday,71.96432158,100,19.51709179,7.861410212,3,Level 1,Long-Distance Traveler,297.5837643,7.550360534,Normal
Nissan Leaf,59.05632887,New York,48.60572032,30.61417989,189,Evening,Tuesday,9.037898314,91.34189731,216.0708812,-4.024181019,6,Level 1,Commuter,22.49526639,6.318743642,Normal
Hyundai Kona,76.28755036,New York,28.50923277,23.43386618,87,Afternoon,Saturday,82.47468166,100,195.2169713,17.99333372,6,DC Fast Charger,Long-Distance Traveler,14.60387003,11.40369311,Normal
Nissan Leaf,62.83946919,New York,38.72462483,41.89598738,86,Morning,Saturday,52.13370903,100,100.7982264,-12.06434521,5,DC Fast Charger,Long-Distance Traveler,38.4179625,15.48984993,Normal
BMW i3,61.7591858,Houston,34.18035557,18.33363962,205,Evening,Tuesday,58.55336417,100,88.20971496,39.08528711,4,DC Fast Charger,Casual Driver,38.74896952,13.67214223,Long Session
BMW i3,72.50749983,San Francisco,63.32271879,29.91255862,226,Evening,Tuesday,36.39436625,100,94.30297195,14.19839897,5,DC Fast Charger,Commuter,67.1481688,25.32908751,Long Session
BMW i3,55.38676975,Los Angeles,19.85110701,9.160192506,96,Afternoon,Friday,31.00601823,66.84690062,219.3707161,12.48228121,2,Level 2,Commuter,9.049114375,4.962776752,Normal
Tesla Model 3,91.73324107,Los Angeles,22.10857609,24.48631326,223,Morning,Saturday,4.121629416,28.22257236,126.9108976,22.23408046,5,Level 2,Casual Driver,17.42054977,5.527144023,Long Session
Hyundai Kona,49.26987357,Chicago,38.85679092,11.70894959,195,Morning,Sunday,85.42251905,100,126.2585942,24.96932832,4,Level 1,Casual Driver,30.7755612,5.051382819,Normal
Chevy Bolt,78.50178566,San Francisco,83.56052054,23.91043695,85,Evening,Friday,75.35830316,100,137.587489,14.68949275,5,Level 1,Long-Distance Traveler,60.73264446,10.86286767,Normal
Chevy Bolt,44.53329817,San Francisco,42.295088,38.86196194,130,Morning,Wednesday,52.47862338,100,76.63100627,-0.997806779,3,DC Fast Charger,Long-Distance Traveler,55.1931784,16.9180352,Normal
Tesla Model 3,66.99068766,San Francisco,19.76342521,46.30372071,124,Afternoon,Tuesday,59.16122213,88.66297214,61.12768954,10.52785164,3,DC Fast Charger,Commuter,32.33137937,7.905370083,Normal
Chevy Bolt,87.42767374,Chicago,53.88087376,10.03617262,133,Evening,Tuesday,36.29231688,97.92140006,63.89753849,2.316648433,6,DC Fast Charger,Long-Distance Traveler,84.32386448,21.55234951,Normal
Hyundai Kona,91.96932688,San Francisco,63.25264425,48.30842198,94,Afternoon,Wednesday,63.0948458,100,238.2441325,14.00995569,5,DC Fast Charger,Commuter,26.54950768,25.3010577,Normal
Hyundai Kona,52.07305935,Chicago,43.12417948,20.88473181,116,Night,Thursday,42.5759566,100,95.62709491,2.955397356,5,DC Fast Charger,Casual Driver,45.09619321,17.24967179,Long Session
